Recipe Name,Ingredients,Link
coconut tapioca pudding recipe with spicy strawberry sauce,"ginger, thai basil leaves, coriander leaves, lemongrass, water, milk, sugar, sabudana  tapioca pearls , coconut milk, lemon juice, strawberries, sugar, cayenne pepper, thai basil leaves",https://www.archanaskitchen.com/coconut-tapioca-pudding-with-spicy-strawberry-sauce
sun dried raw mango raita recipe ambula rai,"dry green mango  vathal  ambula , fresh coconut, curd , mustard seeds , green chilli, sugar, mustard oil, dry red chilli, curry leaves, salt",https://www.archanaskitchen.com/sun-dried-raw-mango-raita-recipe-ambula-rai
mexican lime chicken recipe,"chicken breasts, extra virgin olive oil, lemon juice, lemon zest, garlic, coriander seeds, salt, paprika powder, coriander leaves",https://www.archanaskitchen.com/mexican-lime-chicken-recipe
mulled apple juice recipe,"apple juice, oranges, orange zest  rind , all spice powder, cloves , cinnamon stick , star anise, sugar",https://www.archanaskitchen.com/mulled-apple-juice
egg bhurji stuffed pita pockets recipe,"eggs, onion, tomato, green capsicum, green chilli, red chilli paste, ginger, garlic, cumin seeds , pav bhaji masala, turmeric powder , ghee, oil, salt, coriander leaves, whole wheat pita bread, onions, tomatoes, lemon, chaat masala powder",https://www.archanaskitchen.com/egg-bhurji-stuffed-pita-pockets-recipe-pita-bread-stuffed-with-spicy-indian-street-style-scrambled-eggs
burnt orange panna cotta recipe,"fresh cream, milk, gelatin, sugar, oranges, orange zest  rind",https://www.archanaskitchen.com/burnt-orange-panacotta-recipe
beetroot and celery juice recipe,"beetroot, celery, ginger, black salt",https://www.archanaskitchen.com/beetroot-and-celery-juice-recipe
nutty oats almond truffle recipe   a healthy snack,"dates, cocoa powder, almond meal  badam powder , flax seed powder  flax meal , vanilla extract, multigrain digestive oat biscuits, dark chocolate, dessicated coconut",https://www.archanaskitchen.com/nutty-oats-almond-truffle-recipe-healthy-snack
bengali style khichuri aar labra recipe khichdi and mixed vegetables,"govind bhog rice, moong dal , cauliflower  , potatoes  aloo , green peas , dry red chilli, methi seeds , kalonji  onion nigella seeds , cumin seeds , mustard seeds , fennel seeds , ginger, green chilli, turmeric powder , bhaja masala, mustard oil, ghee, salt, sugar, methi seeds , cumin seeds , kalonji  onion nigella seeds , mustard seeds , fennel seeds , potato ,  eggplant , mooli  mullangi  radish , sweet potato, kaddu  parangikai  pumpkin , white broad beans, drumstick, spinach leaves , dry red chilli, ginger, coriander powder , green chilli, bhaja masala, mustard oil, salt, sugar, bay leaf , dry red chilli, cumin seeds",https://www.archanaskitchen.com/khichuri-aar-labra-recipe-khichdi-and-mixed-vegetables-in-bengali-style
indian style jeera biscuit recipe,"all purpose flour , baking powder, salt, butter  salted , cumin seeds , lukewarm water",https://www.archanaskitchen.com/indian-style-jeera-biscuit-recipe
bhel puri recipe   an indian street food and tea time snack,"puffed rice, sev, papdi puris, onion, tomato, green chilli, cucumber, potatoes  aloo ,  pomegranate seed powder , mango  raw , roasted peanuts  moongphali , green chutney  coriander   mint , sweet chutney  date   tamarind , chaat masala powder, salt, coriander leaves",https://www.archanaskitchen.com/mumbai-bhel-puri-spicy-puffed-rice-salad
aloo amritsari recipe,"potatoes  aloo , carom seeds , onion, ginger, garlic, tomatoes, turmeric powder , garam masala powder, coriander powder , kashmiri red chilli powder, coriander leaves, salt, oil",https://www.archanaskitchen.com/aloo-amritsari-recipe
golden turmeric almond saffron milk shot recipe,"whole turmeric, ginger, brown sugar , honey, cinnamon stick , cardamom seeds, saffron strands, almond meal  badam powder , milk, sultana raisins",https://www.archanaskitchen.com/golden-turmeric-almond-saffron-milk-shot-recipe
chocolate filled pumpkin cupcake recipe with raspberry topping,"pumpkin puree, eggs, oil, milk, brown sugar , dessicated coconut, all purpose flour , whole wheat flour, vanilla extract, nutmeg powder, cardamom powder , baking powder, slivered almond  badam , salt, chocolate ganache, raspberry compote",https://www.archanaskitchen.com/chocolate-filled-dessert-cups-with-raspberry-topping
karwar style yerappe ani recipe  rice and black split gram fried dumpling,"rice, urad dal , fresh coconut, asafoetida , salt, oil",https://www.archanaskitchen.com/karwar-style-yerappe-ani-recipe-rice-and-black-split-gram-dumpling-recipe
tofu parmigiana recipe with spaghetti and tomato basil sauce,"tofu, whole wheat bread crumbs, italian seasoning, salt, extra virgin olive oil, green zucchini, whole wheat bread crumbs, italian seasoning, salt, extra virgin olive oil, durum wheat spaghetti pasta, tomato basil pasta sauce, parmesan cheese",https://www.archanaskitchen.com/tofu-parmigiana-with-spaghetti-and-tomato-basil-sauce
kavuni arisi halwa recipe  black rice halwa,"black rice, fresh coconut, jaggery, ghee",https://www.archanaskitchen.com/black-rice-halwa-kavuni-arisi-halwa-dodol
zafrani mawa cake recipe  saffron flavored milk cake,"vivatta maida, eggs, butter  unsalted , khoya  mawa , milk, caster sugar, baking powder, cardamom powder , vanilla extract, saffron strands",https://www.archanaskitchen.com/zafrani-mawa-cake-recipe-saffron-flavored-milk-cake
cheesy pav bhaji recipe,"potatoes  aloo , cauliflower  ,carrot , beans, green peas , cabbage , green bell peppers , ginger, garlic, onion, tomatoes, red chilli powder, coriander powder , pav bhaji masala, cheese, butter  salted , salt",https://www.archanaskitchen.com/cheesy-pav-bhaji-recipe
eggless banana walnut chocolate chip muffin recipe vegan options,"whole wheat flour, all purpose flour , ripe bananas, brown sugar , oil, baking powder, vanilla extract, walnuts, dark chocolate, flax seed powder  flax meal , chilled water",https://www.archanaskitchen.com/banana-walnut-chocolate-chip-cup-cakes
gojju avalakki recipe   puli aval,"poha  flattened rice , onions, green bell peppers , tamarind paste, jaggery, sambar powder, turmeric powder , mustard seeds , bengal gram dal ,  urad dal , roasted peanuts  moongphali , curry leaves, green chilli, asafoetida , coriander leaves, fresh coconut, oil, salt",https://www.archanaskitchen.com/gojju-avalakki-recipe
kesar pista mango ice cream recipe,"mango  ripe , milk, heavy whipping cream, vanilla extract, water, pistachios, saffron strands, honey",https://www.archanaskitchen.com/kesar-pista-mango-icecream-recipe
vegan hot chocolate recipe,"soy milk, cocoa powder, salt, cane sugar, vanilla extract, chocolate bar",https://www.archanaskitchen.com/vegan-hot-chocolate-recipe
peri peri fish fingers recipe,"basa fish, all purpose flour , salt, black pepper powder, whole egg, milk, whole wheat bread crumbs, red chilli powder, red chilli flakes, garlic powder, dry ginger powder, cinnamon powder  dalchini , dried oregano",https://www.archanaskitchen.com/peri-peri-fish-fingers-recipe
banarasi chooda matar chura matar recipe,"poha  flattened rice , milk, fresh cream, green chilli, green peas , cumin seeds , ginger, garam masala powder, black pepper powder, coriander leaves, lemon juice, ghee, salt",https://www.archanaskitchen.com/banarasi-chooda-matar-chura-matar-recipe
coconut chocolate balls recipe,"dessicated coconut, condensed milk, milk chocolate",https://www.archanaskitchen.com/coconut-chocolate-balls-recipe
roasted beet   walnut dip recipe,"beetroot, garlic, spring onion , extra virgin olive oil, whole black peppercorns, walnuts, cumin powder , salt, lemon juice, coriander leaves",https://www.archanaskitchen.com/roasted-beet-and-walnut-dip-recipe
tamil nadu style masala dal vada recipe,"bengal gram dal ,  urad dal , fennel seeds , green chilli, ginger, garlic, curry leaves, mint leaves , coriander leaves, onion, oil, salt, asafoetida",https://www.archanaskitchen.com/baked-masala-dal-vada-recipe
the bread pudding recipe with baileys irish cream,"whole wheat brown bread, butter  salted , butter  unsalted , caster sugar, vanilla extract, eggs, fresh cream, milk, ripe bananas, walnuts, baileys irish cream",https://www.archanaskitchen.com/the-baileys-irish-cream-bread-pudding
caramelized ripe plantains without added sugar recipe  caramelized nendran,"nendra pazham banana  ripe , oil",https://www.archanaskitchen.com/caramelized-ripe-plantains-without-added-sugar-recipe-caramelized-nendran
delicious arabic sweet kunafa recipe  knafeh,"kunafa dough  strands , butter  salted , pistachios, milk, corn flour, rose water, ricotta cheese, sugar, water, lemon juice, rose water",https://www.archanaskitchen.com/delicious-arabic-sweet-kunafa-recipe-knafeh
tofu   shrimp salad recipe with balsamic dressing,"shrimps, tofu, iceberg lettuce, cabbage ,carrot , beetroot, red baby radish, yellow bell pepper  capsicum , green chilli, salt, whole black peppercorns, lemon juice, balsamic vinegar, red chilli flakes, sugar, extra virgin olive oil, coriander leaves, mint leaves , roasted peanuts  moongphali",https://www.archanaskitchen.com/tofu-shrimp-salad-recipe-with-balsamic-dressing
pasi paruppu kosumalli recipe  spiced lentil salad recipe,"moong dal , cucumber, carrot , fresh coconut, lemon juice, salt, oil, mustard seeds , green chilli, asafoetida , curry leaves, coriander leaves",https://www.archanaskitchen.com/pasi-parupu-kosumalli-recipe-spiced-lentil-salad-recipe
whole wheat almond bars recipe,"whole wheat flour, cinnamon powder  dalchini , cardamom powder , baking powder, salt, whole almond  badam , butter  salted , brown sugar , eggs, vanilla extract, whole almond  badam",https://www.archanaskitchen.com/whole-wheat-almond-squares-a-healthy-snack
eggless traditional christmas cake recipe   vegan options,"sultana raisins, prunes, apricots, dates, dried figs, rum, fresh orange juice, orange zest  rind , all purpose flour , baking powder, butter  unsalted , brown sugar , almond meal  badam powder , cinnamon powder  dalchini , cloves , dry ginger powder, whole almond  badam , flax seed powder  flax meal , chilled water",https://www.archanaskitchen.com/traditional-christmas-cake-with-an-eggless-cake-recipe
avocado quinoa breakfast muffins recipe,"quinoa flour, all purpose flour , almond meal  badam powder , almond milk , whole egg, vanilla extract, honey, avocado, brown sugar , baking soda, salt, cinnamon powder  dalchini , chia seeds",https://www.archanaskitchen.com/avocado-quinoa-breakfast-muffins
almond butter recipe,"whole almond  badam , extra virgin olive oil",https://www.archanaskitchen.com/almond-butter-recipe
sweet potato and bitter gourd kulambu recipe,"sweet potatoes, onion, dry coconut  kopra , karela  bitter gourd  pavakkai , tamarind, dry red chilli,gingelly  oil, raw peanuts , turmeric powder , sambar powder, coriander powder , salt, mustard seeds , methi seeds , bengal gram dal , asafoetida , curry leaves, water",https://www.archanaskitchen.com/sweet-potato-and-bitter-gourd-kulambu-recipe
plum clafoutis recipe   french style batter pudding,"plum, all purpose flour , eggs, caster sugar, milk, butter  salted , rosemary, vanilla extract, sugar",https://www.archanaskitchen.com/plum-clafouti-french-style-batter-pudding
homemade pani puri recipe  calcutta style puchka recipe,"homemade puri, sweet chutney  date   tamarind , mint leaves , coriander leaves, green chilli, red chilli powder, tamarind water, cumin powder , rock salt, chaat masala powder, kala chana  brown chickpeas , potatoes  aloo , red chilli powder, rock salt, muri masala, salt",https://www.archanaskitchen.com/calcutta-style-puchka-pani-puri-gol-gappa
pumpkin cheesecake recipe,"graham cracker crumbs, butter  unsalted , britannia cream cheese, eggs, vanilla extract, sugar, pumpkin puree, butter  unsalted , vivatta maida, brown sugar , cinnamon powder  dalchini",https://www.archanaskitchen.com/pumpkin-cheesecake-recipe
italian open toast recipe with grilled ham  cheese   olives,"whole wheat brown bread, chicken ham, homemade pizza and pasta sauce, dill leaves, swiss cheese, black olives, extra virgin olive oil, salt, black pepper powder",https://www.archanaskitchen.com/italian-open-toast-recipe-with-grilled-ham-cheese-olives
kerala special mambazha puliserry recipe,"mango  ripe , green chilli, curd , salt, fresh coconut, cumin seeds , turmeric powder , red chilli powder, coconut oil, mustard seeds , methi seeds , dry red chilli, curry leaves",https://www.archanaskitchen.com/kerala-special-mambazha-puliserry-recipe
carrot and beans poriyal recipe for babies and toddlers,"carrot , beans, salt, butter  salted , mustard seeds , asafoetida",https://www.archanaskitchen.com/carrot-and-beans-poriyal-recipe-for-babies-and-toddlers
no bake white chocolate cheesecake recipe,"britannia cream cheese, agar agar, heavy whipping cream, white chocolate, vanilla extract, sugar, lemon zest, orange zest  rind , graham cracker crumbs, butter  unsalted , vanilla extract",https://www.archanaskitchen.com/no-bake-white-chocolate-cheesecake-recipe
thelivu rasam recipe,"toor dal , tamarind, tomatoes, garlic, green chilli, rasam powder, mustard seeds , asafoetida , curry leaves, coriander leaves, ghee, salt",https://www.archanaskitchen.com/thelivu-rasam-recipe
aubergine and cranberry beans dip recipe,"eggplant , cranberries, parsley leaves, sesame seeds , lemon juice, salt, oil",https://www.archanaskitchen.com/aubergine-and-cranberry-beans-dip-recipe
eggless saffron curd mousse recipe with cardamom   nuts,"whole almond  badam , pistachios, sugar, butter  salted , cardamom powder , curd , milk, saffron strands, honey, rose water, gelatin, water, sugar, water, saffron strands, cardamom powder , corn flour, water",https://www.archanaskitchen.com/eggless-saffron-curd-mousse-recipe-with-cardamom-nuts
rose greek curd dessert recipe with pista   coconut,"hung curd  greek curd , fresh cream, rose water, sugar, butter  salted , all purpose flour , confectioners sugar, pistachios, sugar, dessicated coconut",https://www.archanaskitchen.com/rose-greek-curd-dessert-recipe-with-pista-coconut
